bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-02516,Railroad,Steel (A36),1971,53,75,Coastal California,Moderate,0.077,5,0,106,3019.0,450,250,6.9e-12,3.0,15.4,11.3,102.5,0.65,0.34,2021-10-19,12.1
BR-02517,Interstate,Prestressed Concrete,1967,57,75,Industrial New Jersey,Moderate,0.036,7,0,114666,399.0,35,28,0.0,0.0,48.1,46.0,2385.6,0.16,0.08,2020-12-12,1.5
BR-02518,Highway,Prestressed Concrete,1966,58,50,Urban Midwest,Moderate,0.0224,9,0,16543,4107.0,35,28,0.0,0.0,63.2,61.9,350.2,1.18,0.82,2023-06-03,26.5
BR-02519,Local Road,Steel (A36),1989,35,60,Coastal Carolina,Severe,0.0872,6,0,1153,1260.0,450,250,6.9e-12,3.0,18.3,15.3,14.7,0.24,0.12,2021-05-19,3.2
BR-02520,Highway,Steel (A514 HY),1956,68,75,Industrial Michigan,Moderate,0.0872,5,0,7323,4386.0,760,690,4.5e-12,3.2,17.7,11.8,181.8,0.68,0.46,2023-09-15,13.3
BR-02521,Interstate,Steel (A36),1989,35,60,Industrial Ohio,Moderate,0.0845,7,0,12997,1725.0,450,250,6.9e-12,3.0,18.7,15.7,166.0,0.48,0.19,2022-05-07,8.9
BR-02522,Interstate,Composite Steel-Concrete,1948,76,60,Urban Midwest,Moderate,0.0677,5,0,30532,1614.0,400,230,6.5e-12,3.0,49.1,44.0,847.0,0.4,0.28,2022-04-12,8.9
BR-02523,Railroad,Steel (A514 HY),2014,10,75,Industrial Ohio,Moderate,0.0723,9,0,48,3535.0,760,690,4.5e-12,3.2,13.6,12.9,8.8,1.13,0.59,2021-03-10,21.7
BR-02524,Highway,Prestressed Concrete,1991,33,60,Urban Northeast,Moderate,0.0324,9,0,21104,2514.0,35,28,0.0,0.0,69.4,68.3,254.2,0.84,0.47,2020-06-15,17.3
BR-02525,Interstate,Timber,1983,41,75,Industrial Michigan,Moderate,0.0614,7,0,43279,4089.0,8,5,0.0,0.0,37.1,34.6,647.7,0.77,0.59,2020-07-28,18.6
BR-02526,Interstate,Steel (A36),1989,35,100,Rural Midwest,Mild,0.0188,8,0,44106,2177.0,450,250,6.9e-12,3.0,17.3,16.6,563.5,0.86,0.61,2021-05-24,21.1
BR-02527,Local Road,Steel (A36),1992,32,100,Rural Midwest,Mild,0.0232,9,0,12353,4171.0,450,250,6.9e-12,3.0,14.8,14.0,144.3,1.3,0.71,2022-12-03,27.9
BR-02528,Highway,Stainless Steel 316L,1920,104,60,Urban West,Mild,0.0054,9,0,5267,855.0,515,205,3.1e-12,3.2,11.8,11.2,199.9,0.34,0.16,2022-05-05,8.2
BR-02529,Pedestrian,Prestressed Concrete,1951,73,60,Industrial Michigan,Moderate,0.0379,7,0,1260,290.0,35,28,0.0,0.0,48.7,45.9,3.4,0.07,0.04,2023-08-14,0.9
BR-02530,Interstate,Reinforced Concrete,1980,44,75,Pacific Northwest,Mild,0.0283,9,0,8201,279.0,25,20,0.0,0.0,50.3,49.1,131.7,0.08,0.02,2020-02-26,1.4
BR-02531,Highway,Prestressed Concrete,1946,78,60,Coastal Texas,Severe,0.0587,5,0,6647,3520.0,35,28,0.0,0.0,69.4,64.8,189.2,1.14,0.78,2023-02-05,22.1
BR-02532,Highway,Steel (A514 HY),1972,52,75,Urban West,Mild,0.0299,8,0,37306,4263.0,760,690,4.5e-12,3.2,11.8,10.3,708.1,1.37,0.47,2021-12-06,31.6
BR-02533,Railroad,Steel (A36),1982,42,60,Rural Mountain,Mild,0.0274,8,0,23,708.0,450,250,6.9e-12,3.0,16.4,15.2,17.6,0.21,0.16,2020-01-14,4.6
BR-02534,Interstate,Composite Steel-Concrete,1974,50,60,Industrial Michigan,Moderate,0.0553,6,0,11153,1311.0,400,230,6.5e-12,3.0,61.9,59.1,203.5,0.38,0.15,2023-09-23,5.4
BR-02535,Highway,Composite Steel-Concrete,1950,74,75,Coastal California,Moderate,0.0777,5,0,14304,1322.0,400,230,6.5e-12,3.0,51.0,45.2,386.4,0.2,0.09,2022-03-06,3.0
BR-02536,Highway,Steel (A588 Weathering),2022,2,50,Coastal Carolina,Severe,0.0554,9,0,27028,6721.0,485,345,5.2e-12,2.8,20.7,20.6,19.7,1.95,1.21,2023-02-11,26.9
BR-02537,Pedestrian,Prestressed Concrete,2006,18,60,Pacific Northwest,Mild,0.0223,8,0,10857,1663.0,35,28,0.0,0.0,62.2,61.8,7.1,0.32,0.11,2020-09-15,3.6
BR-02538,Railroad,Prestressed Concrete,1960,64,100,Industrial New Jersey,Moderate,0.0559,6,0,71,5380.0,35,28,0.0,0.0,69.0,65.4,82.9,2.13,0.89,2023-06-14,41.9
BR-02539,Highway,Stainless Steel 316L,1965,59,50,Coastal Florida,Severe,0.0139,8,0,20447,4528.0,515,205,3.1e-12,3.2,11.9,11.1,440.3,1.8,0.95,2023-07-21,41.9
BR-02540,Railroad,Prestressed Concrete,1952,72,75,Desert Southwest,Mild,0.0064,9,0,116,1966.0,35,28,0.0,0.0,68.3,67.9,152.4,0.41,0.3,2021-09-26,9.2
BR-02541,Highway,Reinforced Concrete,1985,39,60,Urban West,Mild,0.0187,8,0,16729,1252.0,25,20,0.0,0.0,69.8,69.1,238.1,0.43,0.15,2020-10-22,4.2
BR-02542,Interstate,Reinforced Concrete,1992,32,60,Desert Southwest,Mild,0.0106,9,0,23631,2802.0,25,20,0.0,0.0,43.7,43.4,276.0,0.82,0.31,2021-12-05,9.1
BR-02543,Pedestrian,FRP Composite,1999,25,100,Desert Southwest,Mild,0.0059,9,0,9793,2579.0,600,500,0.0,0.0,27.0,26.8,8.9,0.54,0.32,2022-04-08,4.4
BR-02544,Interstate,Steel (A588 Weathering),1968,56,100,Urban Midwest,Moderate,0.0196,8,0,12277,1164.0,485,345,5.2e-12,2.8,17.1,16.0,250.9,0.26,0.1,2021-12-24,2.8
BR-02545,Pedestrian,Prestressed Concrete,1962,62,75,Urban Midwest,Moderate,0.0351,8,0,11662,1381.0,35,28,0.0,0.0,59.3,57.1,26.4,0.52,0.29,2021-07-17,5.7
BR-02546,Local Road,Steel (A588 Weathering),1973,51,75,Rural Midwest,Mild,0.0155,9,0,798,837.0,485,345,5.2e-12,2.8,10.7,9.9,14.9,0.32,0.22,2020-03-14,4.4
BR-02547,Local Road,Steel (A36),1999,25,100,Coastal California,Moderate,0.0935,6,0,2451,666.0,450,250,6.9e-12,3.0,14.6,12.3,22.4,0.19,0.15,2020-02-11,1.7
BR-02548,Interstate,Reinforced Concrete,1993,31,100,Pacific Northwest,Mild,0.0227,8,0,10250,1243.0,25,20,0.0,0.0,63.2,62.5,116.0,0.27,0.09,2021-05-07,6.4
BR-02549,Interstate,Stainless Steel 316L,1950,74,60,Rural South,Mild,0.0061,9,0,8762,1849.0,515,205,3.1e-12,3.2,18.3,17.9,236.7,0.44,0.17,2021-01-20,5.7
BR-02550,Interstate,Reinforced Concrete,1963,61,75,Rural Mountain,Mild,0.0148,8,0,12509,1395.0,25,20,0.0,0.0,57.1,56.2,278.5,0.23,0.09,2021-12-26,5.3
BR-02551,Railroad,Steel (A36),1998,26,60,Industrial Michigan,Moderate,0.0729,8,0,104,1527.0,450,250,6.9e-12,3.0,20.8,18.9,49.3,0.6,0.46,2020-09-22,6.8
BR-02552,Interstate,Reinforced Concrete,1965,59,100,Coastal California,Moderate,0.0478,7,0,14175,3386.0,25,20,0.0,0.0,68.5,65.7,305.3,1.07,0.67,2021-02-18,17.0
BR-02553,Highway,Prestressed Concrete,1993,31,75,Rural South,Mild,0.0302,9,0,10236,927.0,35,28,0.0,0.0,56.5,55.5,115.8,0.37,0.14,2020-10-03,3.8
BR-02554,Local Road,Reinforced Concrete,1965,59,50,Desert Southwest,Mild,0.0146,9,0,1387,751.0,25,20,0.0,0.0,62.0,61.1,29.9,0.26,0.13,2021-12-22,4.4
BR-02555,Railroad,Steel (A36),1972,52,100,Urban West,Mild,0.0257,9,0,68,350.0,450,250,6.9e-12,3.0,13.9,12.6,64.5,0.11,0.08,2022-06-05,0.9
BR-02556,Highway,Reinforced Concrete,1978,46,60,Rural Midwest,Mild,0.0111,9,0,33960,2246.0,25,20,0.0,0.0,55.6,55.0,570.2,0.54,0.26,2020-12-23,7.7
BR-02557,Interstate,Stainless Steel 316L,1975,49,100,Coastal Texas,Severe,0.0141,9,0,5347,1016.0,515,205,3.1e-12,3.2,12.3,11.6,95.6,0.34,0.16,2020-05-14,4.7
BR-02558,Railroad,Steel (A36),1982,42,60,Urban Northeast,Moderate,0.0856,6,0,57,3749.0,450,250,6.9e-12,3.0,16.4,12.8,43.7,1.06,0.83,2021-06-19,21.4
BR-02559,Interstate,Composite Steel-Concrete,1975,49,60,Coastal California,Moderate,0.0848,6,0,23703,524.0,400,230,6.5e-12,3.0,41.1,36.9,423.9,0.14,0.07,2023-09-01,3.3
BR-02560,Highway,Composite Steel-Concrete,1965,59,60,Pacific Northwest,Mild,0.0402,8,0,6548,1064.0,400,230,6.5e-12,3.0,40.9,38.5,141.0,0.37,0.16,2021-06-18,6.0
BR-02561,Interstate,Prestressed Concrete,1943,81,75,Coastal California,Moderate,0.0514,5,0,11091,11535.0,35,28,0.0,0.0,67.2,63.0,327.9,1.97,1.53,2020-06-07,16.7
BR-02562,Interstate,Steel (A588 Weathering),1942,82,60,Industrial Ohio,Moderate,0.0347,7,0,86636,1441.0,485,345,5.2e-12,2.8,20.2,17.3,2593.0,0.57,0.38,2020-07-10,13.9
BR-02563,Local Road,Steel (A36),1963,61,60,Industrial New Jersey,Moderate,0.0641,6,0,4151,5540.0,450,250,6.9e-12,3.0,18.3,14.4,92.4,2.19,1.54,2023-01-15,43.5
BR-02564,Railroad,Aluminium Alloy,1978,46,75,Urban West,Mild,0.0088,8,0,105,2036.0,310,275,5e-12,3.1,27.2,26.8,88.1,0.47,0.14,2023-08-01,6.1
BR-02565,Local Road,Prestressed Concrete,1980,44,60,Urban West,Mild,0.02,9,0,9014,2185.0,35,28,0.0,0.0,50.9,50.0,144.8,0.39,0.12,2023-05-26,6.4
BR-02566,Highway,Steel (A36),1991,33,50,Coastal Carolina,Severe,0.0998,6,0,12461,714.0,450,250,6.9e-12,3.0,13.6,10.3,150.1,0.2,0.15,2023-05-17,4.2
BR-02567,Local Road,Steel (A588 Weathering),1934,90,60,Pacific Northwest,Mild,0.0171,8,0,2729,3398.0,485,345,5.2e-12,2.8,14.5,13.0,89.6,0.51,0.37,2020-05-07,10.7
BR-02568,Local Road,Reinforced Concrete,1994,30,60,Urban Northeast,Moderate,0.0416,8,0,3628,636.0,25,20,0.0,0.0,58.0,56.7,39.7,0.22,0.16,2022-05-23,2.3
BR-02569,Interstate,Timber,1976,48,75,Urban Northeast,Moderate,0.045,7,0,22654,2424.0,8,5,0.0,0.0,18.8,16.7,396.9,0.53,0.19,2021-04-20,5.7
BR-02570,Interstate,Reinforced Concrete,1997,27,75,Coastal Florida,Severe,0.0585,7,0,40127,381.0,25,20,0.0,0.0,55.6,54.0,395.5,0.1,0.07,2020-05-23,1.4
BR-02571,Local Road,Steel (A588 Weathering),1993,31,60,Urban Northeast,Moderate,0.026,9,0,277,5219.0,485,345,5.2e-12,2.8,21.7,20.9,3.1,0.84,0.49,2020-04-25,10.7
BR-02572,Highway,Reinforced Concrete,1962,62,75,Industrial Michigan,Moderate,0.0401,6,0,3751,1148.0,25,20,0.0,0.0,65.1,62.6,84.9,0.36,0.15,2020-03-14,6.0
BR-02573,Interstate,Timber,1988,36,75,Urban Northeast,Moderate,0.063,8,0,23282,1113.0,8,5,0.0,0.0,38.9,36.6,305.9,0.3,0.16,2020-05-17,3.6
BR-02574,Interstate,Prestressed Concrete,1960,64,75,Desert Southwest,Mild,0.014,8,0,11709,1862.0,35,28,0.0,0.0,68.1,67.2,273.5,0.72,0.57,2022-04-02,13.5
BR-02575,Local Road,Prestressed Concrete,1949,75,75,Coastal Florida,Severe,0.0602,6,0,2411,2318.0,35,28,0.0,0.0,48.4,43.9,66.0,0.4,0.21,2020-01-02,3.4
BR-02576,Interstate,Composite Steel-Concrete,1993,31,75,Coastal Texas,Severe,0.0791,7,0,9050,1861.0,400,230,6.5e-12,3.0,55.2,52.8,102.4,0.34,0.14,2021-12-08,5.7
BR-02577,Interstate,Prestressed Concrete,2011,13,75,Coastal Texas,Severe,0.059,8,0,17415,1940.0,35,28,0.0,0.0,60.5,59.7,82.6,0.69,0.31,2021-07-23,6.7
BR-02578,Highway,Prestressed Concrete,1981,43,50,Desert Southwest,Mild,0.0064,9,0,23465,1373.0,35,28,0.0,0.0,52.7,52.5,368.3,0.29,0.14,2020-12-10,5.4
BR-02579,Local Road,Steel (A36),1995,29,75,Coastal Carolina,Severe,0.0857,7,0,10070,3778.0,450,250,6.9e-12,3.0,19.9,17.5,106.6,1.13,0.68,2022-10-28,24.0
BR-02580,Interstate,Steel (A36),1942,82,60,Industrial New Jersey,Moderate,0.0578,5,0,56390,1012.0,450,250,6.9e-12,3.0,18.5,13.8,1687.8,0.28,0.21,2022-04-03,5.7
BR-02581,Highway,Cast Iron,1963,61,75,Coastal California,Moderate,0.023,8,0,9190,8147.0,200,130,1.2e-11,3.8,16.7,15.3,204.6,2.86,2.24,2021-09-25,50.5
BR-02582,Highway,Prestressed Concrete,1962,62,60,Rural South,Mild,0.0256,8,0,59411,6543.0,35,28,0.0,0.0,51.2,49.6,1344.5,1.39,0.6,2020-03-02,13.3
BR-02583,Highway,Reinforced Concrete,1942,82,100,Rural Midwest,Mild,0.0202,8,0,21854,1726.0,25,20,0.0,0.0,46.1,44.4,654.1,0.65,0.35,2023-10-16,7.7
BR-02584,Local Road,Reinforced Concrete,2007,17,75,Pacific Northwest,Mild,0.0284,9,0,3826,23212.0,25,20,0.0,0.0,55.2,54.7,23.7,9.18,6.33,2020-01-16,204.4
BR-02585,Interstate,Steel (A588 Weathering),1975,49,75,Industrial New Jersey,Moderate,0.0484,8,0,26808,728.0,485,345,5.2e-12,2.8,16.2,13.9,479.5,0.26,0.13,2021-01-25,3.4
BR-02586,Railroad,Reinforced Concrete,2018,6,50,Urban Northeast,Moderate,0.0412,9,0,41,1158.0,25,20,0.0,0.0,53.9,53.6,4.5,0.46,0.24,2023-12-01,11.2
BR-02587,Highway,Prestressed Concrete,1974,50,75,Industrial Ohio,Moderate,0.0431,7,0,5983,713.0,35,28,0.0,0.0,69.3,67.1,109.2,0.24,0.13,2021-12-08,3.8
BR-02588,Highway,Timber,1979,45,75,Rural Midwest,Mild,0.0347,7,0,3856,2602.0,8,5,0.0,0.0,25.0,23.5,63.3,0.78,0.54,2022-09-19,8.6
BR-02589,Local Road,Reinforced Concrete,2014,10,100,Rural Mountain,Mild,0.0089,9,0,3302,2740.0,25,20,0.0,0.0,46.2,46.1,12.1,0.87,0.55,2022-06-18,12.0
BR-02590,Interstate,Steel (A36),1962,62,75,Coastal Florida,Severe,0.0738,5,0,9662,1102.0,450,250,6.9e-12,3.0,21.2,16.6,218.7,0.24,0.08,2021-03-23,5.2
BR-02591,Railroad,Steel (A514 HY),1966,58,75,Industrial Ohio,Moderate,0.0655,7,0,50,3088.0,760,690,4.5e-12,3.2,16.2,12.4,52.9,0.96,0.71,2021-12-12,22.5
BR-02592,Highway,Composite Steel-Concrete,1966,58,100,Industrial Ohio,Moderate,0.0366,6,0,24085,827.0,400,230,6.5e-12,3.0,41.9,39.7,509.9,0.32,0.21,2023-04-13,5.5
BR-02593,Highway,Reinforced Concrete,1963,61,60,Industrial New Jersey,Moderate,0.0227,8,0,13961,1748.0,25,20,0.0,0.0,42.7,41.3,310.8,0.61,0.44,2020-08-04,8.4
BR-02594,Highway,Steel (A588 Weathering),1964,60,75,Urban Midwest,Moderate,0.0347,7,0,31918,868.0,485,345,5.2e-12,2.8,10.4,8.4,699.0,0.13,0.05,2022-05-09,2.1
BR-02595,Interstate,Prestressed Concrete,1970,54,60,Coastal Texas,Severe,0.0688,5,0,65895,3058.0,35,28,0.0,0.0,42.8,39.1,1298.8,0.9,0.35,2023-02-19,20.9
BR-02596,Railroad,Steel (A36),1979,45,50,Industrial New Jersey,Moderate,0.0711,7,0,32,615.0,450,250,6.9e-12,3.0,16.2,13.0,26.3,0.18,0.14,2021-07-14,2.8
BR-02597,Railroad,Reinforced Concrete,1967,57,100,Urban Midwest,Moderate,0.0316,8,0,103,2554.0,25,20,0.0,0.0,57.9,56.1,107.1,0.68,0.32,2021-12-17,12.0
BR-02598,Local Road,Steel (A588 Weathering),1973,51,50,Industrial New Jersey,Moderate,0.0438,8,0,1773,2353.0,485,345,5.2e-12,2.8,14.1,11.8,33.0,0.79,0.61,2021-08-04,16.8
BR-02599,Interstate,Timber,1981,43,75,Urban Northeast,Moderate,0.0689,7,0,29535,4159.0,8,5,0.0,0.0,18.1,15.1,463.6,0.96,0.4,2021-05-28,20.0
BR-02600,Interstate,Steel (A588 Weathering),1975,49,75,Coastal Florida,Severe,0.0394,8,0,6652,1517.0,485,345,5.2e-12,2.8,23.1,21.2,119.0,0.6,0.47,2021-08-02,14.2
BR-02601,Local Road,Prestressed Concrete,1989,35,50,Coastal California,Moderate,0.0277,8,0,9382,286.0,35,28,0.0,0.0,55.6,54.6,119.9,0.07,0.05,2023-04-04,1.0
BR-02602,Interstate,Composite Steel-Concrete,1995,29,100,Rural Mountain,Mild,0.0151,8,0,6563,1050.0,400,230,6.5e-12,3.0,68.8,68.4,69.5,0.42,0.16,2021-02-19,7.0
BR-02603,Highway,Steel (A514 HY),1965,59,60,Rural South,Mild,0.0384,6,0,23923,2101.0,760,690,4.5e-12,3.2,15.8,13.5,515.2,0.69,0.35,2021-08-08,6.7
BR-02604,Local Road,Steel (A36),2003,21,75,Coastal Texas,Severe,0.0901,8,0,1475,3510.0,450,250,6.9e-12,3.0,13.5,11.6,11.3,1.02,0.36,2022-11-03,18.3
BR-02605,Railroad,Reinforced Concrete,1963,61,50,Urban West,Mild,0.0163,7,0,26,2511.0,25,20,0.0,0.0,69.8,68.8,28.9,0.42,0.14,2021-02-23,9.2
BR-02606,Local Road,Reinforced Concrete,2023,1,75,Desert Southwest,Mild,0.0101,8,0,5526,674.0,25,20,0.0,0.0,53.2,53.2,2.0,0.19,0.06,2023-11-23,3.7
BR-02607,Interstate,Steel (A36),2005,19,100,Industrial New Jersey,Moderate,0.0828,8,0,24603,2660.0,450,250,6.9e-12,3.0,14.6,13.0,170.6,1.05,0.4,2023-05-21,20.8
BR-02608,Highway,Steel (A588 Weathering),1969,55,60,Industrial New Jersey,Moderate,0.047,8,0,15039,1848.0,485,345,5.2e-12,2.8,14.1,11.5,301.9,0.47,0.29,2021-10-28,8.8
BR-02609,Highway,Steel (A588 Weathering),1959,65,75,Rural Mountain,Mild,0.0118,8,0,8637,1174.0,485,345,5.2e-12,2.8,13.8,13.0,204.9,0.34,0.25,2020-06-11,5.7
BR-02610,Interstate,Steel (A36),1944,80,100,Urban West,Mild,0.0317,7,0,20105,663.0,450,250,6.9e-12,3.0,23.8,21.2,587.1,0.25,0.14,2022-12-20,2.8
BR-02611,Interstate,Timber,1957,67,50,Urban West,Mild,0.0327,8,0,12461,1130.0,8,5,0.0,0.0,35.8,33.6,304.7,0.4,0.3,2022-07-20,7.1
BR-02612,Local Road,Composite Steel-Concrete,1945,79,75,Coastal Carolina,Severe,0.1177,2,1,799,4815.0,400,230,6.5e-12,3.0,42.2,32.9,23.0,1.72,1.36,2023-09-13,35.5
BR-02613,Local Road,Prestressed Concrete,1988,36,75,Rural Midwest,Mild,0.0184,9,0,1459,242.0,35,28,0.0,0.0,48.2,47.5,19.2,0.08,0.04,2020-01-02,0.6
BR-02614,Interstate,Timber,1988,36,100,Rural Mountain,Mild,0.013,8,0,28052,2124.0,8,5,0.0,0.0,29.4,28.9,368.6,0.64,0.4,2021-06-14,11.6
BR-02615,Interstate,Prestressed Concrete,1964,60,60,Industrial Michigan,Moderate,0.0272,8,0,8662,504.0,35,28,0.0,0.0,49.3,47.7,189.7,0.17,0.12,2020-02-09,2.6
BR-02616,Highway,Prestressed Concrete,1968,56,60,Industrial New Jersey,Moderate,0.0457,7,0,16659,349.0,35,28,0.0,0.0,68.5,65.9,340.5,0.11,0.08,2022-05-21,1.7
BR-02617,Interstate,Steel (A36),1966,58,60,Coastal Carolina,Severe,0.0954,5,0,19591,770.0,450,250,6.9e-12,3.0,10.5,4.9,414.7,0.13,0.11,2023-11-07,2.0
BR-02618,Railroad,Reinforced Concrete,1974,50,75,Coastal Texas,Severe,0.0683,6,0,95,487.0,25,20,0.0,0.0,58.4,55.0,86.7,0.16,0.07,2022-01-17,3.2
BR-02619,Highway,Steel (A588 Weathering),1969,55,100,Industrial Ohio,Moderate,0.0416,7,0,42032,520.0,485,345,5.2e-12,2.8,20.9,18.6,843.8,0.08,0.03,2023-05-08,1.3
BR-02620,Highway,Steel (A36),1979,45,75,Industrial Michigan,Moderate,0.0441,8,0,25996,2393.0,450,250,6.9e-12,3.0,21.4,19.4,427.0,0.65,0.32,2021-03-17,12.4
BR-02621,Highway,Reinforced Concrete,1977,47,75,Rural Mountain,Mild,0.0125,8,0,26284,530.0,25,20,0.0,0.0,52.0,51.4,450.9,0.21,0.15,2022-09-15,3.8
BR-02622,Highway,Reinforced Concrete,1971,53,60,Rural Mountain,Mild,0.0062,9,0,9016,1850.0,25,20,0.0,0.0,51.7,51.3,174.4,0.67,0.44,2020-12-09,6.2
BR-02623,Highway,Steel (A514 HY),1998,26,60,Coastal Carolina,Severe,0.1131,7,0,35365,429.0,760,690,4.5e-12,3.2,24.8,21.9,335.6,0.08,0.04,2022-06-16,1.0
BR-02624,Interstate,Reinforced Concrete,1990,34,50,Urban West,Mild,0.0183,8,0,62095,1159.0,25,20,0.0,0.0,65.1,64.5,770.6,0.28,0.12,2020-02-23,4.3
BR-02625,Interstate,Reinforced Concrete,1975,49,75,Coastal Florida,Severe,0.0471,6,0,54618,3074.0,25,20,0.0,0.0,52.4,50.1,976.8,1.06,0.76,2020-05-28,13.4
BR-02626,Highway,Prestressed Concrete,1994,30,75,Industrial Michigan,Moderate,0.0309,8,0,7963,246.0,35,28,0.0,0.0,45.1,44.2,87.2,0.06,0.03,2023-10-23,1.4
BR-02627,Local Road,Steel (A36),2000,24,75,Urban Midwest,Moderate,0.0315,9,0,10336,1128.0,450,250,6.9e-12,3.0,15.2,14.5,90.5,0.22,0.15,2022-05-13,4.1
BR-02628,Highway,Steel (A36),1969,55,50,Desert Southwest,Mild,0.0122,8,0,57950,1503.0,450,250,6.9e-12,3.0,19.9,19.2,1163.3,0.45,0.32,2022-01-23,6.6
BR-02629,Interstate,Prestressed Concrete,1964,60,75,Coastal Carolina,Severe,0.0529,6,0,18943,2226.0,35,28,0.0,0.0,57.4,54.3,414.9,0.69,0.44,2020-05-10,10.3
BR-02630,Local Road,Steel (A36),1933,91,60,Coastal Texas,Severe,0.1183,0,1,8594,7830.0,450,250,6.9e-12,3.0,10.8,0.5,285.4,2.04,0.84,2022-06-15,22.2
BR-02631,Interstate,Aluminium Alloy,1971,53,60,Desert Southwest,Mild,0.0102,8,0,11199,1545.0,310,275,5e-12,3.1,32.9,32.3,216.6,0.5,0.19,2020-11-08,12.4
BR-02632,Interstate,Steel (A36),1989,35,75,Coastal California,Moderate,0.1037,6,0,12112,3539.0,450,250,6.9e-12,3.0,18.0,14.4,154.7,1.36,0.42,2020-06-01,25.5
BR-02633,Interstate,Prestressed Concrete,1957,67,75,Rural South,Mild,0.0158,8,0,13100,2212.0,35,28,0.0,0.0,55.4,54.4,320.4,0.52,0.26,2021-03-09,4.7
BR-02634,Pedestrian,Prestressed Concrete,1984,40,75,Coastal Texas,Severe,0.0371,8,0,4578,2399.0,35,28,0.0,0.0,69.5,68.0,6.7,0.89,0.45,2020-04-28,19.8
BR-02635,Interstate,Composite Steel-Concrete,1990,34,75,Rural South,Mild,0.05,7,0,14578,13904.0,400,230,6.5e-12,3.0,63.5,61.8,180.9,3.05,2.17,2023-01-26,33.1
BR-02636,Interstate,Composite Steel-Concrete,1977,47,60,Coastal Florida,Severe,0.0738,7,0,7357,1447.0,400,230,6.5e-12,3.0,65.0,61.6,126.2,0.44,0.29,2021-01-07,7.2
BR-02637,Interstate,Steel (A36),1968,56,50,Coastal Texas,Severe,0.1169,4,1,51467,2131.0,450,250,6.9e-12,3.0,21.6,15.0,1052.0,0.85,0.68,2020-05-27,19.6
BR-02638,Interstate,Composite Steel-Concrete,1968,56,75,Coastal Florida,Severe,0.1316,4,1,15350,1784.0,400,230,6.5e-12,3.0,69.7,62.3,313.8,0.66,0.35,2021-11-05,9.6
BR-02639,Interstate,Steel (A36),1998,26,100,Industrial Ohio,Moderate,0.0807,7,0,34281,3009.0,450,250,6.9e-12,3.0,17.2,15.1,325.3,0.53,0.35,2020-01-03,13.1
BR-02640,Pedestrian,Steel (A36),2023,1,75,Industrial Michigan,Moderate,0.038,9,0,12776,1673.0,450,250,6.9e-12,3.0,10.3,10.3,0.5,0.32,0.21,2022-10-14,6.1
BR-02641,Interstate,Steel (A514 HY),1987,37,50,Industrial Ohio,Moderate,0.0501,7,0,25263,5901.0,760,690,4.5e-12,3.2,20.6,18.8,341.2,1.61,0.63,2023-06-02,13.3
BR-02642,Highway,Steel (A36),1968,56,60,Rural South,Mild,0.037,7,0,21516,3328.0,450,250,6.9e-12,3.0,15.0,13.0,439.8,0.55,0.26,2020-12-08,6.9
BR-02643,Pedestrian,Reinforced Concrete,2016,8,60,Rural South,Mild,0.0314,9,0,11189,538.0,25,20,0.0,0.0,63.6,63.4,3.3,0.21,0.1,2020-06-28,1.7
BR-02644,Interstate,Steel (A36),2013,11,100,Industrial Michigan,Moderate,0.0494,9,0,7522,738.0,450,250,6.9e-12,3.0,16.9,16.3,30.2,0.27,0.19,2023-08-06,4.9
BR-02645,Railroad,Steel (A588 Weathering),1971,53,60,Coastal California,Moderate,0.022,8,0,60,1490.0,485,345,5.2e-12,2.8,10.8,9.6,58.0,0.29,0.15,2022-11-07,6.1
BR-02646,Highway,Prestressed Concrete,1997,27,60,Industrial New Jersey,Moderate,0.0423,9,0,4752,2934.0,35,28,0.0,0.0,50.2,49.0,46.8,0.68,0.26,2020-09-04,12.3
BR-02647,Highway,Steel (A36),1971,53,75,Coastal California,Moderate,0.0424,8,0,33503,8516.0,450,250,6.9e-12,3.0,12.4,10.2,648.1,2.84,1.06,2023-02-12,30.5
BR-02648,Local Road,Reinforced Concrete,1994,30,100,Coastal Carolina,Severe,0.0278,9,0,4620,881.0,25,20,0.0,0.0,65.4,64.6,50.6,0.23,0.17,2023-08-19,5.5
BR-02649,Highway,Prestressed Concrete,1955,69,75,Industrial Ohio,Moderate,0.0185,8,0,42213,450.0,35,28,0.0,0.0,50.3,49.0,1063.1,0.17,0.13,2021-04-15,2.0
BR-02650,Interstate,Composite Steel-Concrete,1985,39,100,Coastal Carolina,Severe,0.0832,7,0,20077,6480.0,400,230,6.5e-12,3.0,48.8,45.6,285.8,2.49,1.96,2022-04-19,41.5
BR-02651,Highway,Prestressed Concrete,1992,32,75,Rural South,Mild,0.0204,8,0,10126,842.0,35,28,0.0,0.0,57.3,56.6,118.3,0.26,0.15,2020-07-23,3.3
BR-02652,Interstate,Steel (A588 Weathering),1994,30,75,Coastal California,Moderate,0.0272,8,0,5726,806.0,485,345,5.2e-12,2.8,23.8,23.0,62.7,0.16,0.06,2022-10-27,2.7
